19q13.11 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060408
1p31p32 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060409
1p36 deletion syndrome	http://purl.obolibrary.org/obo/DOID_0060410
1q21.1 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060411
1q21.1 microduplication syndrome	http://purl.obolibrary.org/obo/DOID_0060435
1q41-q42 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060412
1q41q42 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060412
2,4-dinitrophenyl allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040079
2,8-dihydroxyadenine urolithiasis	http://purl.obolibrary.org/obo/DOID_0060350
2-aminoadipic 2-oxoadipic aciduria	http://purl.obolibrary.org/obo/DOID_0111453
2-hydroxyglutaric aciduria	http://purl.obolibrary.org/obo/DOID_0050573
2-methyl-3-hydroxybutyricacidemia	http://purl.obolibrary.org/obo/DOID_14723
2019 novel coronavirus (2019-ncov)	http://purl.obolibrary.org/obo/DOID_0080600
2019-ncov infection	http://purl.obolibrary.org/obo/DOID_0080600
20th century disease	http://purl.obolibrary.org/obo/DOID_4661
22q11.2 deletion syndrome	http://purl.obolibrary.org/obo/DOID_11198
22q11.2 microduplication syndrome	http://purl.obolibrary.org/obo/DOID_0060436
22q13.3 deletion syndrome	http://purl.obolibrary.org/obo/DOID_0080354
2p15-p16.1 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060415
2p15p16.1 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060415
2q32-q33 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060428
2q32q33 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060428
2q37 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0111704
3-beta-hydroxy-delta-5-c27-steroid oxidoreductase deficiency	http://purl.obolibrary.org/obo/DOID_0050674
3-hydroxy-3-methylglutaryl-coa lyase deficiency	http://purl.obolibrary.org/obo/DOID_0070541
3-hydroxy-3-methylglutaryl-coa synthase-2 deficiency	http://purl.obolibrary.org/obo/DOID_0081168
3-hydroxy-3-methylglutaryl-coenzyme a lyase deficiency	http://purl.obolibrary.org/obo/DOID_0070541
3-hydroxyisobutryl-coa hydrolase deficiency	http://purl.obolibrary.org/obo/DOID_0060949
3-ketothiolase deficiency	http://purl.obolibrary.org/obo/DOID_14723
3-m syndrome	http://purl.obolibrary.org/obo/DOID_0060241
3-methylcrotonyl-coa carboxylase 1 deficiency	http://purl.obolibrary.org/obo/DOID_0080579
3-methylcrotonyl-coa carboxylase 2 deficiency	http://purl.obolibrary.org/obo/DOID_0080580
3-methylcrotonyl-coa carboxylase deficiency	http://purl.obolibrary.org/obo/DOID_0050710
3-methylcrotonylglycinuria	http://purl.obolibrary.org/obo/DOID_0050710
3-methylglutaconic aciduria	http://purl.obolibrary.org/obo/DOID_0060336
3-methylglutaconic aciduria type 1	http://purl.obolibrary.org/obo/DOID_0110002
3-methylglutaconic aciduria type 3	http://purl.obolibrary.org/obo/DOID_0110004
3-methylglutaconic aciduria type 4	http://purl.obolibrary.org/obo/DOID_0110006
3-methylglutaconic aciduria type 5	http://purl.obolibrary.org/obo/DOID_0110000
3-methylglutaconic aciduria type 6	http://purl.obolibrary.org/obo/DOID_0110001
3-methylglutaconic aciduria type 7	http://purl.obolibrary.org/obo/DOID_0110003
3-methylglutaconic aciduria type 7a	http://purl.obolibrary.org/obo/DOID_0081133
3-methylglutaconic aciduria type 7b	http://purl.obolibrary.org/obo/DOID_0081134
3-methylglutaconic aciduria type 8	http://purl.obolibrary.org/obo/DOID_0070000
3-methylglutaconic aciduria type 9	http://purl.obolibrary.org/obo/DOID_0070002
3-methylglutaconic aciduria type i	http://purl.obolibrary.org/obo/DOID_0110002
3-methylglutaconic aciduria type iii	http://purl.obolibrary.org/obo/DOID_0110004
3-methylglutaconic aciduria type iv	http://purl.obolibrary.org/obo/DOID_0110006
3-methylglutaconic aciduria type v	http://purl.obolibrary.org/obo/DOID_0110000
3-methylglutaconic aciduria type vii	http://purl.obolibrary.org/obo/DOID_0110003
3-methylglutaconic aciduria type viii, mgca8	http://purl.obolibrary.org/obo/DOID_0070000
3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	http://purl.obolibrary.org/obo/DOID_0110003
3-methylglutaconic aciduria with deafness, encephalopathy, and leigh-like syndrome	http://purl.obolibrary.org/obo/DOID_0110001
3-methylglutaconic acuduria type ix, mgca9	http://purl.obolibrary.org/obo/DOID_0070002
3-methylglutaconicaciduria type 2	http://purl.obolibrary.org/obo/DOID_0050476
3-methylglutaconicaciduria type ii	http://purl.obolibrary.org/obo/DOID_0050476
3-methylglutaconyl-coa hydratase deficiency	http://purl.obolibrary.org/obo/DOID_0110002
3-oxothiolase deficiency	http://purl.obolibrary.org/obo/DOID_14723
3mc syndrome	http://purl.obolibrary.org/obo/DOID_0060225
3mc syndrome 1	http://purl.obolibrary.org/obo/DOID_0060575
3mc syndrome 2	http://purl.obolibrary.org/obo/DOID_0060576
3mc syndrome 3	http://purl.obolibrary.org/obo/DOID_0060577
3mcc deficiency	http://purl.obolibrary.org/obo/DOID_0050710
3mg-coa hydratase deficiency	http://purl.obolibrary.org/obo/DOID_0110002
3p deletion syndrome	http://purl.obolibrary.org/obo/DOID_0060417
3q subtelomere deletion syndrome	http://purl.obolibrary.org/obo/DOID_0060419
3q13 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060418
3q29 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060419
3q29 microduplication	http://purl.obolibrary.org/obo/DOID_0060459
3q29 recurrent deletion	http://purl.obolibrary.org/obo/DOID_0060419
3qter deletion	http://purl.obolibrary.org/obo/DOID_0060419
4-alpha-hydroxyphenylpyruvate hydroxylase deficiency	http://purl.obolibrary.org/obo/DOID_0111362
4-hppd deficiency	http://purl.obolibrary.org/obo/DOID_0111362
4-hydroxybutyric aciduria	http://purl.obolibrary.org/obo/DOID_0060175
4-hydroxyphenylpyruvic acid dioxygenase deficiency	http://purl.obolibrary.org/obo/DOID_0111362
4-tert-butylphenol allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040068
4-vinylcyclohexene dioxide respiratory allergy	http://purl.obolibrary.org/obo/DOID_0040063
45,x/46,xy mixed gonadal dysgenesis	http://purl.obolibrary.org/obo/DOID_0080656
46 xx gonadal dysgenesis	http://purl.obolibrary.org/obo/DOID_14450
46 xy gonadal dysgenesis	http://purl.obolibrary.org/obo/DOID_14448
46,xx sex reversal	http://purl.obolibrary.org/obo/DOID_0111760
46,xx sex reversal 1	http://purl.obolibrary.org/obo/DOID_0111761
46,xx sex reversal 2	http://purl.obolibrary.org/obo/DOID_0111763
46,xx sex reversal 3	http://purl.obolibrary.org/obo/DOID_0111762
46,xx sex reversal 4	http://purl.obolibrary.org/obo/DOID_0111764
46,xx sex reversal 5	http://purl.obolibrary.org/obo/DOID_0080943
46,xx testicular disorder of sex development	http://purl.obolibrary.org/obo/DOID_0111760
46,xx testicular dsd	http://purl.obolibrary.org/obo/DOID_0111760
46,xy complete gonadal dysgenesis	http://purl.obolibrary.org/obo/DOID_14448
46,xy disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	http://purl.obolibrary.org/obo/DOID_0112248
46,xy disorder of sex development due to complete lh receptor inactivation	http://purl.obolibrary.org/obo/DOID_0112260
46,xy disorder of sex development due to complete lh resistance	http://purl.obolibrary.org/obo/DOID_0112260
46,xy disorder of sex development due to complete luteinizing hormone receptor inactivation	http://purl.obolibrary.org/obo/DOID_0112260
46,xy disorder of sex development due to complete luteinizing hormone resistance	http://purl.obolibrary.org/obo/DOID_0112260
46,xy disorder of sex development due to lh resistance or lhb deficiency	http://purl.obolibrary.org/obo/DOID_0112259
46,xy disorder of sex development due to lhb deficiency	http://purl.obolibrary.org/obo/DOID_0090091
46,xy disorder of sex development due to luteinizing hormone resistance or luteinizing hormone beta subunit deficiency	http://purl.obolibrary.org/obo/DOID_0112259
46,xy disorder of sex development due to luteinizing hormone subunit beta deficiency	http://purl.obolibrary.org/obo/DOID_0090091
46,xy disorder of sex development due to partial lh receptor inactivation	http://purl.obolibrary.org/obo/DOID_0112261
46,xy disorder of sex development due to partial lh resistance	http://purl.obolibrary.org/obo/DOID_0112261
46,xy disorder of sex development due to partial luteinizing hormone resistance	http://purl.obolibrary.org/obo/DOID_0112261
46,xy dsd due to complete lh receptor inactivation	http://purl.obolibrary.org/obo/DOID_0112260
46,xy dsd due to complete lh resistance	http://purl.obolibrary.org/obo/DOID_0112260
46,xy dsd due to complete luteinizing hormone receptor inactivation	http://purl.obolibrary.org/obo/DOID_0112260
46,xy dsd due to complete luteinizing hormone resistance	http://purl.obolibrary.org/obo/DOID_0112260
46,xy dsd due to lh resistance or lhb deficiency	http://purl.obolibrary.org/obo/DOID_0112259
46,xy dsd due to lhb deficiency	http://purl.obolibrary.org/obo/DOID_0090091
46,xy dsd due to luteinizing hormone resistance or luteinizing hormone beta subunit deficiency	http://purl.obolibrary.org/obo/DOID_0112259
46,xy dsd due to luteinizing hormone subunit beta deficiency	http://purl.obolibrary.org/obo/DOID_0090091
46,xy dsd due to partial lh receptor inactivation	http://purl.obolibrary.org/obo/DOID_0112261
46,xy dsd due to partial lh resistance	http://purl.obolibrary.org/obo/DOID_0112261
46,xy dsd due to partial luteinizing hormone resistance	http://purl.obolibrary.org/obo/DOID_0112261
46,xy gonadal dysgenesis with minifascicular neuropathy	http://purl.obolibrary.org/obo/DOID_0051055
46,xy gonadal dysgenesis, complete, cbx2-related	http://purl.obolibrary.org/obo/DOID_0111776
46,xy gonadal dysgenesis, complete, sry-related	http://purl.obolibrary.org/obo/DOID_0111778
46,xy gonadal dysgenesis, partial or complete, dhh-related	http://purl.obolibrary.org/obo/DOID_0111774
46,xy gonadal dysgenesis, partial or complete, map3k1-related	http://purl.obolibrary.org/obo/DOID_0111769
46,xy gonadal dysgenesis, partial or complete, with 9p24.3 deletion	http://purl.obolibrary.org/obo/DOID_0111771
46,xy gonadal dysgenesis, partial or complete, with or without adrenal failure	http://purl.obolibrary.org/obo/DOID_0111772
46,xy sex reversal	http://purl.obolibrary.org/obo/DOID_14448
46,xy sex reversal 1	http://purl.obolibrary.org/obo/DOID_0111778
46,xy sex reversal 10	http://purl.obolibrary.org/obo/DOID_0111775
46,xy sex reversal 2	http://purl.obolibrary.org/obo/DOID_0111777
46,xy sex reversal 3	http://purl.obolibrary.org/obo/DOID_0111772
46,xy sex reversal 4	http://purl.obolibrary.org/obo/DOID_0111771
46,xy sex reversal 5	http://purl.obolibrary.org/obo/DOID_0111776
46,xy sex reversal 6	http://purl.obolibrary.org/obo/DOID_0111769
46,xy sex reversal 7	http://purl.obolibrary.org/obo/DOID_0111774
46,xy sex reversal 8	http://purl.obolibrary.org/obo/DOID_0111773
46,xy sex reversal 9	http://purl.obolibrary.org/obo/DOID_0111770
46,xy sex reversal, cbx2-related	http://purl.obolibrary.org/obo/DOID_0111776
46,xy sex reversal, dax1-related	http://purl.obolibrary.org/obo/DOID_0111777
46,xy sex reversal, partial or complete, dhh-related	http://purl.obolibrary.org/obo/DOID_0111774
46,xy sex reversal, partial or complete, map3k1-related	http://purl.obolibrary.org/obo/DOID_0111769
46,xy sex reversal, partial or complete, nr5a1-related	http://purl.obolibrary.org/obo/DOID_0111772
46,xy sex reversal, sry-related	http://purl.obolibrary.org/obo/DOID_0111778
46,xy sex reversal, zfpm2-related	http://purl.obolibrary.org/obo/DOID_0111770
46xy sex reversal 2, dosage-sensitive	http://purl.obolibrary.org/obo/DOID_0111777
47, xxy	http://purl.obolibrary.org/obo/DOID_1921
4p deletion syndrome	http://purl.obolibrary.org/obo/DOID_0050460
4q21 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060420
5p deletion syndrome	http://purl.obolibrary.org/obo/DOID_12580
5p partial monosomy syndrome	http://purl.obolibrary.org/obo/DOID_12580
5p13 microduplication syndrome	http://purl.obolibrary.org/obo/DOID_0060460
5q- syndrome, refractory macrocytic anemia due to 5q deletion	http://purl.obolibrary.org/obo/DOID_0090016
6-pyruvoyl-tetrahydropterin synthase deficiency	http://purl.obolibrary.org/obo/DOID_0090106
6p subtelomeric deletion syndrome	http://purl.obolibrary.org/obo/DOID_0060422
6p25 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060422
6q25 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060424
7q11.23 duplication syndrome	http://purl.obolibrary.org/obo/DOID_0080926
7q11.23 microduplication syndrome	http://purl.obolibrary.org/obo/DOID_0080926
8q21.11 microdeletion syndrome	http://purl.obolibrary.org/obo/DOID_0060425
9p syndrome	http://purl.obolibrary.org/obo/DOID_0060732
9q subtelomeric deletion syndrome	http://purl.obolibrary.org/obo/DOID_0060352
9q-syndrome	http://purl.obolibrary.org/obo/DOID_0060352
9q34 deletion syndrome	http://purl.obolibrary.org/obo/DOID_0060352
a-fib	http://purl.obolibrary.org/obo/DOID_0060224
a-fucosidase deficiency	http://purl.obolibrary.org/obo/DOID_14500
a20 haploinsufficiency	http://purl.obolibrary.org/obo/DOID_0080944
a53 diffuse large b-cell lymphoma	http://purl.obolibrary.org/obo/DOID_0081069
a53 dlbcl	http://purl.obolibrary.org/obo/DOID_0081069
aa amyloidosis	http://purl.obolibrary.org/obo/DOID_0080936
aaas	http://purl.obolibrary.org/obo/DOID_0050602
aadc deficiency	http://purl.obolibrary.org/obo/DOID_0090123
aagenaes syndrome	http://purl.obolibrary.org/obo/DOID_6691
aamr	http://purl.obolibrary.org/obo/DOID_0112321
aapoaiv amyloidosis	http://purl.obolibrary.org/obo/DOID_0080927
aarrs	http://purl.obolibrary.org/obo/DOID_0112181
aarskog syndrome	http://purl.obolibrary.org/obo/DOID_0111824
aarskog-ose-pande syndrome	http://purl.obolibrary.org/obo/DOID_0111454
aarskog-scott syndrome	http://purl.obolibrary.org/obo/DOID_6683
aasa dehydrogenase deficiency	http://purl.obolibrary.org/obo/DOID_0070519
aat deficiency	http://purl.obolibrary.org/obo/DOID_13372
aat3	http://purl.obolibrary.org/obo/DOID_0070234
aat5	http://purl.obolibrary.org/obo/DOID_0070235
abacavir allergy	http://purl.obolibrary.org/obo/DOID_0040007
abc allergy	http://purl.obolibrary.org/obo/DOID_0040007
abcc9-related intellectual disability and myopathy	http://purl.obolibrary.org/obo/DOID_0070600
abcd syndrome	http://purl.obolibrary.org/obo/DOID_0050600
abcds	http://purl.obolibrary.org/obo/DOID_0050600
abdomen neoplasm	http://purl.obolibrary.org/obo/DOID_122
abdominal aortic aneurysm	http://purl.obolibrary.org/obo/DOID_7693
abdominal muscle deficiency syndrome	http://purl.obolibrary.org/obo/DOID_0060889
abdominal obesity-metabolic syndrome	http://purl.obolibrary.org/obo/DOID_0060611
abdominal obesity-metabolic syndrome 1	http://purl.obolibrary.org/obo/DOID_14221
abdominal obesity-metabolic syndrome 3	http://purl.obolibrary.org/obo/DOID_0060612
abdominal obesity-metabolic syndrome 4	http://purl.obolibrary.org/obo/DOID_0080945
abdominal tuberculosis	http://purl.obolibrary.org/obo/DOID_0050599
abducens nerve disease	http://purl.obolibrary.org/obo/DOID_10865
abducens nerve neoplasm	http://purl.obolibrary.org/obo/DOID_14125
abducens nerve palsy	http://purl.obolibrary.org/obo/DOID_10865
abducens nerve weakness	http://purl.obolibrary.org/obo/DOID_10865
abducens palsy	http://purl.obolibrary.org/obo/DOID_10865
aberfeld syndrome	http://purl.obolibrary.org/obo/DOID_0090005
abeta2m amyloidosis	http://purl.obolibrary.org/obo/DOID_0080928
abetalipoproteinemia	http://purl.obolibrary.org/obo/DOID_1386
ablepharon macrostomia syndrome	http://purl.obolibrary.org/obo/DOID_0060550
abnormal dark adaptation curve	http://purl.obolibrary.org/obo/DOID_11874
abnormal glucose tolerance of mother with delivery	http://purl.obolibrary.org/obo/DOID_2524
abnormal innervation syndrome of eyelid	http://purl.obolibrary.org/obo/DOID_560
abnormal pupillary function	http://purl.obolibrary.org/obo/DOID_11518
abnormal retinal correspondence	http://purl.obolibrary.org/obo/DOID_12668
abnormal threshold of rods	http://purl.obolibrary.org/obo/DOID_11874
abnormality of glucagon secretion	http://purl.obolibrary.org/obo/DOID_14427
aborter - recurrent	http://purl.obolibrary.org/obo/DOID_11946
abortion with sepsis	http://purl.obolibrary.org/obo/DOID_2910
abortive cerebellar ataxia (behrs)	http://purl.obolibrary.org/obo/DOID_0111580
abruptio placenta	http://purl.obolibrary.org/obo/DOID_9667
abruptio placentae	http://purl.obolibrary.org/obo/DOID_9667
abruzzo-erickson syndrome	http://purl.obolibrary.org/obo/DOID_0111826
abscess epidural	http://purl.obolibrary.org/obo/DOID_11387
abscess of eyelid (disorder)	http://purl.obolibrary.org/obo/DOID_9422
abscess of pleural cavity	http://purl.obolibrary.org/obo/DOID_3798
abscess of thorax	http://purl.obolibrary.org/obo/DOID_3798
abscess of thyroid (disorder)	http://purl.obolibrary.org/obo/DOID_2857
absence epilepsy	http://purl.obolibrary.org/obo/DOID_0070309
absence of fingerprints	http://purl.obolibrary.org/obo/DOID_0111357
absence of menstruation	http://purl.obolibrary.org/obo/DOID_13938
absence of sweating	http://purl.obolibrary.org/obo/DOID_11156
absence of tibia with polydactyly	http://purl.obolibrary.org/obo/DOID_0111564
absence of ulna and fibula with severe limb deficiency	http://purl.obolibrary.org/obo/DOID_0112181
absence seizure	http://purl.obolibrary.org/obo/DOID_1825
absent tibia-polydactyly syndrome	http://purl.obolibrary.org/obo/DOID_0111564
absolute glaucoma	http://purl.obolibrary.org/obo/DOID_11776
acad9 deficiency	http://purl.obolibrary.org/obo/DOID_0112072
academic skill disorder	http://purl.obolibrary.org/obo/DOID_8927
acadian-variant fanconi syndrome	http://purl.obolibrary.org/obo/DOID_0080761
acalculous cholecystitis	http://purl.obolibrary.org/obo/DOID_2828
acampomelic campomelic dysplasia	http://purl.obolibrary.org/obo/DOID_0050463
acanthameba keratitis	http://purl.obolibrary.org/obo/DOID_11896
acanthamoeba encephalitis	http://purl.obolibrary.org/obo/DOID_0050246
acanthamoeba granulomatous encephalitis	http://purl.obolibrary.org/obo/DOID_0050246
acanthamoeba keratitis (disorder)	http://purl.obolibrary.org/obo/DOID_11896
acanthocephaliasis	http://purl.obolibrary.org/obo/DOID_0050254
acantholysis bullosa	http://purl.obolibrary.org/obo/DOID_2730
acantholytic acanthoma	http://purl.obolibrary.org/obo/DOID_4324
acantholytic squamous cell carcinoma	http://purl.obolibrary.org/obo/DOID_5524
acantholytic squamous cell carcinoma of skin	http://purl.obolibrary.org/obo/DOID_7643
acantholytic squamous cell skin carcinoma	http://purl.obolibrary.org/obo/DOID_7643
acantholytic variant squamous cell breast carcinoma	http://purl.obolibrary.org/obo/DOID_7459
acanthoma	http://purl.obolibrary.org/obo/DOID_174
acanthosis nigricans	http://purl.obolibrary.org/obo/DOID_3138
acatalasemia	http://purl.obolibrary.org/obo/DOID_2582
acatalasia	http://purl.obolibrary.org/obo/DOID_2582
acbd5 deficiency	http://purl.obolibrary.org/obo/DOID_0080946
acc with abnormal genitalia	http://purl.obolibrary.org/obo/DOID_0112151
accelerated essential hypertension	http://purl.obolibrary.org/obo/DOID_10823
accelerated interstitial pneumonia	http://purl.obolibrary.org/obo/DOID_2800
accessory nerve disease	http://purl.obolibrary.org/obo/DOID_339
accommodative esotropia	http://purl.obolibrary.org/obo/DOID_9839
accommodative spasm	http://purl.obolibrary.org/obo/DOID_11637
acephalic spermatozoa syndrome	http://purl.obolibrary.org/obo/DOID_0070184
aceruloplasminemia	http://purl.obolibrary.org/obo/DOID_0050711
acetyl-coa alpha-glucosaminide acetyltransferase deficiency	http://purl.obolibrary.org/obo/DOID_0111393
acetylsalicylic acid allergy	http://purl.obolibrary.org/obo/DOID_0040002
acg - angle-closure glaucoma	http://purl.obolibrary.org/obo/DOID_13550
achalasia	http://purl.obolibrary.org/obo/DOID_9164
achalasia microcephaly	http://purl.obolibrary.org/obo/DOID_0050796
achalasia microcephaly syndrome	http://purl.obolibrary.org/obo/DOID_0050796
achalasia of cardia	http://purl.obolibrary.org/obo/DOID_9164
achalasia of esophagus	http://purl.obolibrary.org/obo/DOID_9164
achalasia-addisonianism-alacrimia syndrome	http://purl.obolibrary.org/obo/DOID_0050602
achalasia-microcephaly syndrome	http://purl.obolibrary.org/obo/DOID_0050796
achard syndrome	http://purl.obolibrary.org/obo/DOID_6686
acheiropodia	http://purl.obolibrary.org/obo/DOID_0050603
acheiropody	http://purl.obolibrary.org/obo/DOID_0050603
achenbach syndrome	http://purl.obolibrary.org/obo/DOID_6687
achilles bursitis	http://purl.obolibrary.org/obo/DOID_12857
achilles bursitis or tendinitis	http://purl.obolibrary.org/obo/DOID_12857
achm	http://purl.obolibrary.org/obo/DOID_13911
achm1	http://purl.obolibrary.org/obo/DOID_0110008
achm2	http://purl.obolibrary.org/obo/DOID_0110007
achm3	http://purl.obolibrary.org/obo/DOID_0110008
achm4	http://purl.obolibrary.org/obo/DOID_0110010
achm7	http://purl.obolibrary.org/obo/DOID_0110009
achondrogenesis	http://purl.obolibrary.org/obo/DOID_0080043
achondrogenesis fraccaro type	http://purl.obolibrary.org/obo/DOID_0080055
achondrogenesis houston-harris type	http://purl.obolibrary.org/obo/DOID_0080054
achondrogenesis type ia	http://purl.obolibrary.org/obo/DOID_0080054
achondrogenesis type ib	http://purl.obolibrary.org/obo/DOID_0080055
achondrogenesis type ii	http://purl.obolibrary.org/obo/DOID_0080056
achondroplasia	http://purl.obolibrary.org/obo/DOID_4480
achondroplastic physique	http://purl.obolibrary.org/obo/DOID_4480
achromatopsia	http://purl.obolibrary.org/obo/DOID_13911
achromatopsia 2	http://purl.obolibrary.org/obo/DOID_0110007
achromatopsia 3	http://purl.obolibrary.org/obo/DOID_0110008
achromatopsia 4	http://purl.obolibrary.org/obo/DOID_0110010
achromatopsia 7	http://purl.obolibrary.org/obo/DOID_0110009
achromic nevus (disorder)	http://purl.obolibrary.org/obo/DOID_5107
acid anhydride respiratory allergy	http://purl.obolibrary.org/obo/DOID_0040081
acid beta-glucosidase deficiency	http://purl.obolibrary.org/obo/DOID_0110957
acid beta-glucosidase deficiency	http://purl.obolibrary.org/obo/DOID_1926
acid ceramidase deficiency	http://purl.obolibrary.org/obo/DOID_0050464
acid esterase deficiency	http://purl.obolibrary.org/obo/DOID_14497
acid lipase deficiency	http://purl.obolibrary.org/obo/DOID_14497
acid maltase deficiency	http://purl.obolibrary.org/obo/DOID_2752
acid reflux	http://purl.obolibrary.org/obo/DOID_8534
acidophil adenoma	http://purl.obolibrary.org/obo/DOID_5392
acidophil carcinoma (morphologic abnormality)	http://purl.obolibrary.org/obo/DOID_4935
acinar adenocarcinoma of the lung	http://purl.obolibrary.org/obo/DOID_6482
acinar cell adenoma	http://purl.obolibrary.org/obo/DOID_657
acinar cell carcinoma	http://purl.obolibrary.org/obo/DOID_3025
acinar cell cystadenocarcinoma	http://purl.obolibrary.org/obo/DOID_7729
acinar cell neoplasm	http://purl.obolibrary.org/obo/DOID_196
acinar cell neoplasm (morphologic abnormality)	http://purl.obolibrary.org/obo/DOID_196
acinar cell neoplasm nos (morphologic abnormality)	http://purl.obolibrary.org/obo/DOID_196
acinar cell tumor (morphologic abnormality)	http://purl.obolibrary.org/obo/DOID_196
acinar colloid prostate adenocarcinoma	http://purl.obolibrary.org/obo/DOID_3703
acinetobacter infectious disease	http://purl.obolibrary.org/obo/DOID_3091
acinic cell adenoma	http://purl.obolibrary.org/obo/DOID_657
acinic cell breast carcinoma	http://purl.obolibrary.org/obo/DOID_5743
acinic cell carcinoma	http://purl.obolibrary.org/obo/DOID_3025
acls	http://purl.obolibrary.org/obo/DOID_9250
acmicd	http://purl.obolibrary.org/obo/DOID_0111243
acml	http://purl.obolibrary.org/obo/DOID_0060597
acn	http://purl.obolibrary.org/obo/DOID_0111252
acne	http://purl.obolibrary.org/obo/DOID_6543
acne inversa, familial	http://purl.obolibrary.org/obo/DOID_2280
acne roscea	http://purl.obolibrary.org/obo/DOID_8881
acne varioliformis	http://purl.obolibrary.org/obo/DOID_6543
acne vulgaris	http://purl.obolibrary.org/obo/DOID_6543
acne, erythematosa	http://purl.obolibrary.org/obo/DOID_8881
acneiform dermatitis	http://purl.obolibrary.org/obo/DOID_4399
acoustic nerve disease	http://purl.obolibrary.org/obo/DOID_12657
acoustic neurofibromatosis	http://purl.obolibrary.org/obo/DOID_0111252
acoustic neuroma	http://purl.obolibrary.org/obo/DOID_12689
acps with leg hypoplasia	http://purl.obolibrary.org/obo/DOID_0060359
acquired agammaglobulinemia	http://purl.obolibrary.org/obo/DOID_12177
